"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-05-21"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-05-28"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-06-04"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-06-11"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-06-18"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-06-25"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-07-02"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-07-09"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-07-16"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-07-23"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-07-30"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-08-06"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-08-13"," 36","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-08-20"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-08-27"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-09-03"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-09-10"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-09-17"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-09-24"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-10-01"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-10-08"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-10-15"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-10-22"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-10-29"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-11-05"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-11-12"," 25","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-11-19"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-11-26"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-12-03"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-12-10"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-12-17"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-12-24"," 28","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-12-31"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-01-07"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-01-14"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-01-21"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-01-28"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-02-04"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-02-11"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-02-18"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-02-25"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-03-04"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-03-11"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-03-18"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-03-25"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-04-01"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-04-08"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-04-15"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-04-22"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-04-29"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-05-06"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-05-13"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-05-20"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-05-27"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-06-03"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-06-10"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-06-17"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-06-24"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-07-01"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-07-08"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-07-15"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-07-22"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-07-29"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-08-05"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-08-12"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-08-19","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-08-26"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-09-02"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-09-09"," 27","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-09-16"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-09-23"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-09-30"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-10-07"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-10-14"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-10-21"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-10-28"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-11-04"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-11-11"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-11-18"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-11-25"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-12-02"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-12-09"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-12-16"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-12-23"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2018-12-30"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-01-06"," 27","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-01-13"," 29","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-01-20"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-01-27"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-02-03"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-02-10"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-02-17"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-02-24"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-03-03"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-03-10"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-03-17"," 30","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-03-24"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-03-31"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-04-07"," 25","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-04-14"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-04-21","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-04-28"," 26","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-05-05"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-05-12"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-05-19"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-05-26"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-06-02"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-06-09"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-06-16"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-06-23"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-06-30"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-07-07"," 25","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-07-14"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-07-21","  8","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-07-28"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-08-04"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-08-11"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-08-18"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-08-25"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-09-01"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-09-08"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-09-15"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-09-22"," 26","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-09-29"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-10-06"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-10-13"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-10-20"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-10-27"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-11-03"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-11-10"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-11-17"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-11-24"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-12-01"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-12-08"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-12-15"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-12-22"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2019-12-29"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-01-05"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-01-12"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-01-19"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-01-26"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-02-02"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-02-09"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-02-16"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-02-23"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-03-01"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-03-08"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-03-15"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-03-22"," 28","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-03-29"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-04-05"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-04-12"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-04-19"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-04-26"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-05-03"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-05-10"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-05-17"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-05-24"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-05-31"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-06-07"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-06-14"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-06-21"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-06-28"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-07-05"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-07-12"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-07-19"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-07-26"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-08-02"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-08-09"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-08-16"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2020-08-23"," 16","Number","02-02-21"
